fiscal_year,title_std,agency_std,base_salary,headcount,regular_hours
2016,counsel,department of transportation,214557.0,1,1830.0
2016,counsel,fire department,167258.0,1,1830.0
2016,counsel,human rights commission,179375.0,1,1830.0
2016,counsel,landmarks preservation comm,146429.0,1,1830.0
2016,counsel,nyc housing authority,138409.0,1,1830.0
2016,counsel,office of labor relations,186220.0,1,1830.0
2016,counsel to the board,board of election,53294.5,2,1830.0
2016,counsel to the borough president,borough president-brooklyn,109239.0,1,1830.0
2016,counsel to the police commissioner,police department,213308.0,1,1830.0
2016,counsel to the public advocate,public advocate,130047.0,1,1830.0
2016,counselor,department of correction,51492.0,2,1830.0
2016,counselor,department of health,60049.0,1,1460.0
2016,counselor,department of homeless services,51432.0,4,1830.0
2016,counselor,department of sanitation,75531.0,1,1798.0
2016,county detective,district attorney-manhattan,50317.0,9,1830.0
2016,criminalist,department of health,59719.0,160,1830.0
2016,criminalist,police department,74324.0,165,1830.0
2016,criminalist assistant director of laboratory,department of health,112481.5,14,1830.0
2016,criminalist assistant director of laboratory,police department,116206.5,6,1830.0
2016,criminalist deputy director of labatory,department of health,168310.0,2,1830.0
2016,criminalist deputy director of labatory,police department,148580.0,1,1830.0
2016,criminalist director of laboratory,department of health,133250.0,3,1830.0
2016,criminalist director of laboratory,police department,154353.0,1,1830.0
2016,cse chairperson,department of education,128900.0,6,0.0
2016,cuny administrator assistant,community college (bronx),47031.0,11,1830.0
2016,cuny administrator assistant,community college (hostos),48315.0,7,1830.0
2016,cuny administrator assistant,community college (kingsboro),45748.0,16,1830.0
2016,cuny administrator assistant,community college (laguardia),47031.0,15,1830.0
2016,cuny administrator assistant,community college (manhattan),48315.0,9,1829.25
2016,cuny administrator assistant,community college (queensboro),47031.0,18,1830.0
2016,cuny administrator assistant,hunter college high school,44434.5,6,1830.0
2016,cuny broadcast associate,community college (kingsboro),51742.0,2,1830.0
2016,cuny broadcast associate,community college (laguardia),41693.0,4,1830.0
2016,cuny broadcast associate,community college (manhattan),53020.0,1,1823.5
2016,cuny broadcast associate,community college (queensboro),45788.0,1,1830.0
2016,cuny office assistant,community college (bronx),31723.0,43,1830.0
2016,cuny office assistant,community college (hostos),33036.0,29,1830.0
2016,cuny office assistant,community college (kingsboro),31723.0,41,1830.0
2016,cuny office assistant,community college (laguardia),33909.0,43,1830.0
2016,cuny office assistant,community college (manhattan),33036.0,71,1827.75
2016,cuny office assistant,community college (queensboro),33036.0,40,1830.0
2016,cuny office assistant,guttman community college,29130.0,2,1610.0
2016,cuny office assistant,hunter college high school,33909.0,7,1830.0
2016,custodial assistant,administration for children's services,37369.0,3,2091.42
2016,custodial assistant,community college (bronx),29962.0,43,2091.42
2016,custodial assistant,community college (hostos),29962.0,26,2091.42
2016,custodial assistant,community college (kingsboro),29962.0,60,2091.42
2016,custodial assistant,community college (laguardia),29962.0,28,2091.42
2016,custodial assistant,community college (manhattan),29962.0,61,2089.92
2016,custodial assistant,community college (queensboro),29962.0,40,2091.42
2016,custodial assistant,department for the aging,35830.0,1,2091.42
2016,custodial assistant,department of health,33363.0,36,2091.42
2016,custodial assistant,department of sanitation,40379.0,3,2091.42
2016,custodial assistant,dept of citywide admin svcs,33363.0,373,2091.42
2016,custodial assistant,dept of environment protection,33583.0,2,2064.42
2016,custodial assistant,financial info svcs agency,33363.0,3,2081.42
2016,custodial assistant,hra/dept of social services,33704.0,7,2091.42
2016,custodial assistant,hunter college high school,29962.0,3,2091.42
2016,custodial assistant,law department,39975.0,3,2091.42
2016,custodial assistant,office of the comptroller,35426.0,5,2091.42
2016,custodial assistant,police department,33363.0,254,2091.42
2016,custodial supervisor,community college (bronx),32525.0,4,2087.42
2016,custodial supervisor,community college (hostos),32525.0,2,2091.42
2016,custodial supervisor,community college (kingsboro),32525.0,5,2091.42
2016,custodial supervisor,community college (laguardia),37427.5,2,2091.42
2016,custodial supervisor,community college (manhattan),32525.0,9,2073.25
2016,custodial supervisor,community college (queensboro),32525.0,7,2042.17
2016,custodian,administration for children's services,39043.0,6,2091.42
2016,custodian,department of health,36177.0,14,2091.42
2016,custodian,department of sanitation,35371.0,1,2091.42
2016,custodian,dept of citywide admin svcs,35020.0,205,2091.42
2016,custodian,dept of environment protection,35020.0,24,2091.42
2016,custodian,hra/dept of social services,37148.0,57,2091.42
2016,custodian,law department,58257.5,4,2091.42
2016,custodian,off of payroll administration,55121.0,1,2091.42
2016,custodian,office of the comptroller,55296.0,2,2091.42
2016,custodian,police department,35042.5,26,2091.42
2016,customer information representative,department of education,50036.0,200,1830.0
2016,customer information representative,department of health,66057.0,2,1830.0
2016,customer information representative,department of transportation,46400.0,1,1565.0
2016,customer information representative,dept of environment protection,58820.0,6,1830.0
2016,customer information representative,dept of info tech & telecomm,49609.0,3,1830.0
2016,customer information representative,nyc employees retirement sys,35143.0,6,1747.7150000000001
2016,customer information representative,nyc housing authority,36463.0,83,1830.0
2016,customer information representative,office of labor relations,37900.0,1,1830.0
2016,customer information representative,teachers retirement system,53678.0,7,1830.0
2016,dean,community college (bronx),145355.0,4,1830.0
2016,dean,community college (kingsboro),137500.0,2,1830.0
2016,dean,community college (manhattan),148593.5,4,1830.0
2016,dean,community college (queensboro),132500.0,4,1830.0
2016,dean,guttman community college,147500.0,2,1657.5
2016,decedent property agent,public administrator-bronx,46595.0,1,1830.0
2016,decedent property agent,public administrator-kings,46503.0,3,1830.0
2016,decedent property agent,public administrator-new york,43961.0,3,1830.0
2016,decedent property agent,public administrator-queens,43148.0,3,1666.5
2016,deckhand,department of transportation,53374.0,200,1673.13
2016,dep commissioner for community relations,human rights commission,153750.0,2,1827.0
2016,dep dir mtr eq mntc,department of sanitation,135127.5,2,1878.925
2016,dep dir of audit & prog analysis,nyc housing authority,123000.0,1,1830.0
2016,dep dir research & pol develp,nyc housing authority,107625.0,1,1830.0
2016,dep director of personnel & lr,nyc housing authority,117021.0,2,1435.0
2016,deputy administration assistant,city council,85556.0,1,1830.0
2016,deputy assistant chief of department,fire department,208484.0,7,2091.42
2016,deputy assistant commissioner,dept of citywide admin svcs,72000.0,21,1830.0
2016,deputy assistant counsel,office of labor relations,82000.0,6,1830.0
2016,deputy assistant director,civilian complaint review bd,98000.0,7,1830.0
2016,deputy asst admin for personnel adm & labor rel,hra/dept of social services,171175.0,1,1830.0
2016,deputy auditor general,department of education,157773.0,2,1830.0
2016,deputy borough commissioner,department of parks & recreation,132168.0,5,1830.0
2016,deputy borough president,borough president-bronx,163873.0,1,1830.0
2016,deputy borough president,borough president-brooklyn,145653.0,1,1830.0
2016,deputy borough president,borough president-queens,130000.0,1,1830.0
2016,deputy borough president,borough president-staten is,148820.0,1,1830.0
2016,deputy borough president,president borough of manhattan,145652.0,1,1830.0
2016,deputy chancellor financial affairs,department of education,191675.0,1,1802.0
2016,deputy chief,fire department,171605.0,38,2091.42
2016,deputy chief city medical examiner,department of health,218203.0,3,1851.43
2016,deputy chief clerk,board of election,123000.0,4,1830.0
2016,deputy chief of operations,department of parks & recreation,111300.0,8,1830.0
2016,deputy chief of staff,city council,166875.0,2,1830.0
2016,deputy chief rackets investigator,bronx district attorney,122300.0,1,1830.0
2016,deputy chief surgeon,police department,144506.0,5,2091.42
2016,deputy city clerk,city clerk,107884.0,6,1830.0
2016,deputy city sheriff - non-spvr,department of finance,80788.0,94,2091.42
2016,deputy commisioner,department of homeless services,199236.0,1,1830.0
2016,deputy commissioner,consumer affairs,165112.5,2,1830.0
2016,deputy commissioner,cultural affairs,149814.0,1,1830.0
2016,deputy commissioner,department for the aging,165617.0,1,1830.0
2016,deputy commissioner,department of buildings,187268.0,1,1830.0
2016,deputy commissioner,department of business serv.,168483.5,4,1830.0
2016,deputy commissioner,department of correction,181937.5,2,1830.0
2016,deputy commissioner,department of finance,185827.0,4,1830.0
2016,deputy commissioner,department of health,207705.0,2,1830.0
2016,deputy commissioner,department of investigation,202000.0,1,1800.0
2016,deputy commissioner,department of parks & recreation,190111.0,2,1830.0
2016,deputy commissioner,department of sanitation,209652.0,3,1830.0
2016,deputy commissioner,department of transportation,192942.0,3,1830.0
2016,deputy commissioner,dept of citywide admin svcs,182963.0,3,1830.0
2016,deputy commissioner,dept of environment protection,203481.0,3,1830.0
